what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1354964256226
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1354964315405
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964315733
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964315943
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964316136
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964316336
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354964317614
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964327551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964355352
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354964359949
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1354964360345
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964360587
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1354964376846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964383436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964427534
started,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,"org.eclipse.pde.api.tools.ui",1354964430571
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1354964430683
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1354964430760
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.layout.LayoutEditor",1354964526195
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964532919
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964533150
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964533350
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964533518
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354964533686
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964534275
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354964538491
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1354964543341
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354964557165
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964561094
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964561161
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.layout.LayoutEditor",1354964572267
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354964573590
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354964576639
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964577817
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354964581409
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354964680111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964681259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964681566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354964695636
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354965651576
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354965654045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354965659229
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966235495
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966235602
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966235778
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966332156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966333912
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966730045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966769718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966773752
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354966786688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966830595
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966848681
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966849637
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966850874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1354966863449
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966881139
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966881345
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966883924
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966887291
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966897197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966898389
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966898730
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966901208
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966930252
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966936249
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354966942645
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354966942854
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354966943053
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354966943205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354966946748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966966724
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354966975032
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967006658
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967010500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1354967013677
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967016435
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967016662
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354967068958
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354967090087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354967090276
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354967090436
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354967090612
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354967091920
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967094442
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967103779
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967111310
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1354967115079
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1354967115510
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967115539
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354967115583
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967115613
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354967116676
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967117649
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967145229
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967148044
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1354967150408
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967151101
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967152654
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967171674
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967181111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967187331
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967195621
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967200194
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967215944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967217353
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967266501
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967269954
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967665618
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967670966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967678331
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1354967678457
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967690190
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967692782
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967692805
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1354967697405
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1354967699783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967707822
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967709462
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1354967709473
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354967710269
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967719341
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1354967721983
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1354967724468
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967737790
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967739532
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1354967741350
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967746675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967752820
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967757451
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967757686
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967757919
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967758366
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967758537
error,log,,,"No command output when running: 'am start -n hanson.HandleTestPack/hanson.HandleTestPack.HandleTestActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1354967852696
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967970706
opened,view,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.views.LogCatView",1354967975647
opened,view,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.views.DeviceView",1354967976375
opened,view,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1354967977873
opened,view,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.views.ThreadView",1354967978164
activated,perspective,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.Perspective",1354967978426
activated,view,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui.HelpView",1354967978582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967978703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967979356
activated,view,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms.views.LogCatView",1354967981174
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967984219
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967990040
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354967995764
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354969184709
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354969201973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970125034
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970127638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970130915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970132700
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970155600
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970155605
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970306937
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354970310018
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972722905
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972736185
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972763563
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972764040
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972764293
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354972858152
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,"org.eclipse.pde.api.tools.ui",1354972923699
stopped,bundle,org.eclipse.pde.p2.ui,1.0.0.v20080604-2000,"org.eclipse.pde.p2.ui",1354972925478
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,"org.eclipse.pde.runtime",1354972925875
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,"org.eclipse.pde.ui.templates",1354972926211
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,"org.eclipse.pde.ui",1354972926211
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1354972926413
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1354972929095
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1354972931622
stopped,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1354972931622
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1354972931622
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1354972931622
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1354972931622
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1354972933222
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1354972933222
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1354972942017
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1354972942017
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1354972942357
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1354972942357
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1354972942679
stopped,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1354972942679
stopped,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1354972942726
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1354972942726
stopped,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,"org.eclipse.team.cvs.ui",1354972942836
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1354972942836
stopped,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1354972942836
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1354972942839
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1354972942839
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1354972943044
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1354972943434
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1354972943435
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1354972943435
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1354972943796
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1354972943796
stopped,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1354972943796
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1354972944053
stopped,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1354972944053
stopped,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1354972945436
stopped,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1354972945436
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1354972945436
activated,perspective,com.android.ide.eclipse.ddms,,"com.android.ide.eclipse.ddms.Perspective",1364011260590
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1364011260591
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1364011260631
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1364011260655
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1364011260699
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1364011260735
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1364011260778
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1364011260791
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1364011260794
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1364011260802
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1364011260814
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1364011260826
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1364011260862
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1364011260905
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1364011260944
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1364011260963
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1364011260987
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1364011261031
started,bundle,org.eclipse.ecf,3.0.0.v20090831-1906,"org.eclipse.ecf",1364011261083
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1364011261098
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090831-1906,"org.eclipse.ecf.identity",1364011261116
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer",1364011261143
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer.httpclient",1364011261147
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1364011261167
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1364011261208
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1364011261234
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1364011261242
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1364011261260
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1364011261261
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1364011261262
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1364011261289
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1364011261323
